#,NACE,Sector,Activity number,Activity ,Objective,SCC/DNSH,Attributes,Values
560,"D35.11, F42.22",Energy,4.3,Electricity generation from wind power,CCM/CCA,DNSH,Biodiversity - Activity requirements,Requirements in relation to biodiversity and seabed integrity and relevant criteria and methodological standards
561,"D35.11, F42.22",Energy,4.3,Electricity generation from wind power,CCA,SCC,Climate Adaptation Generic,Generic Values
562,"D35.11, F42.22",Energy,4.4,Electricity generation from ocean energy technologies,CCM,SCC,Activity description,The activity generates electricity from ocean energy.
563,"D35.11, F42.22",Energy,4.4,Electricity generation from ocean energy technologies,CCM,DNSH,Climate Adaptation,Appendix A
564,"D35.11, F42.22",Energy,4.4,Electricity generation from ocean energy technologies,CCM/CCA,DNSH,Activity requirements,Requirements in relation to noise/energy and relevant criteria and methodological standards
565,"D35.11, F42.22",Energy,4.4,Electricity generation from ocean energy technologies,CCM/CCA,DNSH,Circular Economy,Reuse of materials
566,"D35.11, F42.22",Energy,4.4,Electricity generation from ocean energy technologies,CCA,DNSH,Required product measures,Measures to minimise toxicity of anti-fouling paint and biocides
567,"D35.11, F42.22",Energy,4.4,Electricity generation from ocean energy technologies,CCA,DNSH,Biodiversity,Appendix D
568,"D35.11, F42.22",Energy,4.4,Electricity generation from ocean energy technologies,CCA,DNSH,Biodiversity - Activity requirements,Requirements in relation to biodiversity and seabed integrity and relevant criteria and methodological standards
569,"D35.11, F42.22",Energy,4.4,Electricity generation from ocean energy technologies,CCA,SCC,Climate Adaptation Generic,Generic Values
570,"D35.11, F42.22",Energy,4.5,Electricity generation from hydropower,CCM,SCC,Activity description,Is a run-of-river plant and does not have an artificial reservoir
571,"D35.11, F42.23",Energy,4.5,Electricity generation from hydropower,CCM,SCC,Activity description,Power density
572,"D35.11, F42.23",Energy,4.5,Electricity generation from hydropower,CCM,SCC,Life Cycle Emissions ,Life Cycle Emissions < 100gCO2e/kWh
573,"D35.11, F42.23",Energy,4.5,Electricity generation from hydropower,CCM,SCC,Third-Party validation,Third-Party validation dummy
574,"D35.11, F42.23",Energy,4.5,Electricity generation from hydropower,CCM,DNSH,Climate Adaptation,Appendix A
575,"D35.11, F42.22",Energy,4.5,Electricity generation from hydropower,CCM/CCA,DNSH,Activity requirements,Compliance with Directive 2000/60/EC
576,"D35.11, F42.22",Energy,4.5,Electricity generation from hydropower,CCM/CCA,DNSH,Hydropower plant status,Existing or construction of hydropower plant
577,"D35.11, F42.22",Energy,4.5,Electricity generation from hydropower,CCM/CCA,DNSH,Activity requirements,Implementation of specific technically feasible and ecologically relevant measures
578,"D35.11, F42.22",Energy,4.5,Electricity generation from hydropower,CCM/CCA,DNSH,Validation,Effectiveness of the measures are monitored
579,"D35.11, F42.22",Energy,4.5,Electricity generation from hydropower,CCM/CCA,DNSH,Impact assessment,Impact assessment of suggusted construction
580,"D35.11, F42.22",Energy,4.5,Electricity generation from hydropower,CCM/CCA,DNSH,Activity requirements,Requirements in relation to the specific water body
581,"D35.11, F42.22",Energy,4.5,Electricity generation from hydropower,CCM/CCA,DNSH,Activity mitigation requirements,"Specific measure requirements to reduse adverse impacts on water, protected habitats and species directly dependent on water"
582,"D35.11, F42.22",Energy,4.5,Electricity generation from hydropower,CCM/CCA,DNSH,Hydropower plant impact,Do not compromise the achievement of good water status in the same river basin district
583,"D35.11, F42.22",Energy,4.5,Electricity generation from hydropower,CCM/CCA,DNSH,Activity mitigation requirements,Compensatory measures 
584,"D35.11, F42.22",Energy,4.5,Electricity generation from hydropower,CCM/CCA,DNSH,Biodiversity,Appendix D
585,"D35.11, F42.22",Energy,4.5,Electricity generation from hydropower,CCA,SCC,Climate Adaptation Generic,Generic Values
586,"D35.11, F42.22",Energy,4.5,Electricity generation from hydropower,CCA,DNSH,GHG emissions production,Product GHG emissions
587,"D35.11, F42.22",Energy,4.6,Electricity generation from geothermal energy,CCM,SCC,Life Cycle GHG Emissions ,Life Cycle Emissions < 100gCO2e/kWh
588,"D35.11, F42.22",Energy,4.6,Electricity generation from geothermal energy,CCM,SCC,Third-Party validation,Third-Party validation dummy
589,"D35.11, F42.22",Energy,4.6,Electricity generation from geothermal energy,CCM,DNSH,Climate Adaptation,Appendix A
590,"D35.11, F42.22",Energy,4.6,Electricity generation from geothermal energy,CCM/CCA,DNSH,Water,Appendix B
591,"D35.11, F42.22",Energy,4.6,Electricity generation from geothermal energy,CCM/CCA,DNSH,Geothermal energy system type,High-enthalpy system or not
592,"D35.11, F42.22",Energy,4.6,Electricity generation from geothermal energy,CCM/CCA,DNSH,Abatement system,In place to reduce emission levels in accordance with Directives
593,"D35.11, F42.22",Energy,4.6,Electricity generation from geothermal energy,CCM/CCA,DNSH,Biodiversity,Appendix D
594,"D35.11, F42.22",Energy,4.6,Electricity generation from geothermal energy,CCA,SCC,Climate Adaptation Generic,Generic Values
595,"D35.11, F42.22",Energy,4.6,Electricity generation from geothermal energy,CCA,DNSH,GHG emissions,Emission levels 
596,"D35.11, F42.22",Energy,4.7,Electricity generation from renewable non-fossil gaseous and liquid fuels,CCM,SCC,Life Cycle GHG Emissions ,Life Cycle Emissions < 100gCO2e/kWh
597,"D35.11, F42.22",Energy,4.7,Electricity generation from renewable non-fossil gaseous and liquid fuels,CCM,SCC,Captured CO2,CO2 captured for storage is transported and stored underground
598,"D35.11, F42.22",Energy,4.7,Electricity generation from renewable non-fossil gaseous and liquid fuels,CCM,SCC,Third-Party validation,Third-Party validation dummy
599,"D35.11, F42.22",Energy,4.7,Electricity generation from renewable non-fossil gaseous and liquid fuels,CCM,SCC,Abatment measures,Abatment measures Flag
600,"D35.11, F42.22",Energy,4.7,Electricity generation from renewable non-fossil gaseous and liquid fuels,CCM,SCC,Leakage measures,Leakage masures flag
601,"D35.11, F42.22",Energy,4.7,Electricity generation from renewable non-fossil gaseous and liquid fuels,CCM,SCC,Biogas requirements,Biogas requirements flag
602,"D35.11, F42.22",Energy,4.7,Electricity generation from renewable non-fossil gaseous and liquid fuels,CCM,DNSH,Climate Adaptation,Appendix A
603,"D35.11, F42.22",Energy,4.7,Electricity generation from renewable non-fossil gaseous and liquid fuels,CCM/CCA,DNSH,Water,Appendix B
604,"D35.11, F42.22",Energy,4.7,Electricity generation from renewable non-fossil gaseous and liquid fuels,CCM/CCA,DNSH,Emission levels,Emission below limit values in Directive
605,"D35.11, F42.22",Energy,4.7,Electricity generation from renewable non-fossil gaseous and liquid fuels,CCM/CCA,DNSH,Energy plant type,Combustion plant with thermal input greater than 1 MW but below the BAT thresholds
606,"D35.11, F42.22",Energy,4.7,Electricity generation from renewable non-fossil gaseous and liquid fuels,CCM/CCA,DNSH,Biodiversity,Appendix D
607,"D35.11, F42.22",Energy,4.7,Electricity generation from renewable non-fossil gaseous and liquid fuels,CCA,SCC,Climate Adaptation Generic,Generic Values
608,"D35.11, F42.22",Energy,4.7,Electricity generation from renewable non-fossil gaseous and liquid fuels,CCA,DNSH,GHG emissions,Emission levels 
609,D35.12,Energy,4.8,Electricity generation from bioenergy,CCM,SCC,Biomass critiera,Compliance with biomass criteria
610,D35.11,Energy,4.8,Electricity generation from bioenergy,CCM,SCC,Green House Gas Savings ,Compliance with RED II
611,D35.12,Energy,4.8,Electricity generation from bioenergy,CCM,SCC,Plant type,Installation relies on anaerobic digestion of organic material Dummy
612,D35.13,Energy,4.8,Electricity generation from bioenergy,CCM,SCC,Production capacity,Thermal input capacity
613,D35.13,Energy,4.8,Electricity generation from bioenergy,CCM,SCC,Production input,Gaseous biomass fuels input
614,D35.11,Energy,4.8,Electricity generation from bioenergy,CCM,SCC,Emission levels,Within or higher than the energy efficiency level associated with the best available techniques (BAT)
615,D35.11,Energy,4.8,Electricity generation from bioenergy,CCM,SCC,Elictrical efficiency,Efficiency Level
616,D35.11,Energy,4.8,Electricity generation from bioenergy,CCM,SCC,CHP technology,CHP technology dummy
617,D35.11,Energy,4.8,Electricity generation from bioenergy,CCM,SCC,Captured CO2,CO2 captured for storage is transported and stored underground
618,D35.11,Energy,4.8,Electricity generation from bioenergy,CCM,DNSH,Climate Adaptation,Appendix A
619,D35.11,Energy,4.8,Electricity generation from bioenergy,CCM/CCA,DNSH,Water,Appendix B
620,D35.11,Energy,4.8,Electricity generation from bioenergy,CCM/CCA,DNSH,Installation type,Installation falling within the scope of Directive 2010/75/EU
621,D35.11,Energy,4.8,Electricity generation from bioenergy,CCM/CCA,DNSH,Effects,No significant cross-media effects occur
622,D35.11,Energy,4.8,Electricity generation from bioenergy,CCM/CCA,DNSH,Energy plant type,Combustion plant with thermal input greater than 1 MW but below the BAT thresholds
623,D35.11,Energy,4.8,Electricity generation from bioenergy,CCM/CCA,DNSH,Emission levels,Emission below limit values in Directive
624,D35.11,Energy,4.8,Electricity generation from bioenergy,CCM/CCA,DNSH,Energy plant location,Located in zones or parts of zones not complying with the air quality limit values in Directive
625,D35.11,Energy,4.8,Electricity generation from bioenergy,CCM/CCA,DNSH,Activity requirements,Measures are taken to reduce emissions levels in accordance with Directive
626,D35.11,Energy,4.8,Electricity generation from bioenergy,CCM/CCA,DNSH,Material,Anaerobic digestion of organic material meets requirements in Regulation
627,D35.11,Energy,4.8,Electricity generation from bioenergy,CCM/CCA,DNSH,Material use,Produced digestate is used as fertiliser or soil improver
628,D35.11,Energy,4.8,Electricity generation from bioenergy,CCM/CCA,DNSH,Anaerobic digestion plant produce amount,Specific requirements for over 100 tonnes per day
629,D35.11,Energy,4.8,Electricity generation from bioenergy,CCM/CCA,DNSH,Emmision levels,Plant emissions are within or lower than the emission levels associated with the BAT
630,D35.11,Energy,4.8,Electricity generation from bioenergy,CCM/CCA,DNSH,Biodiversity,Appendix D
631,D35.11,Energy,4.8,Electricity generation from bioenergy,CCA,SCC,Climate Adaptation Generic,Generic Values
632,D35.11,Energy,4.8,Electricity generation from bioenergy,CCA,DNSH,Emissions levels ,Greenhouse gas emission savings and efficiency
633,"D35.12, D35.13",Energy,4.9,Transmission and distribution of electricity,CCM,SCC,Decarbonised equipment ,Decarbonised equipment (Fully) 
634,"D35.12, D35.14",Energy,4.9,Transmission and distribution of electricity,CCM,SCC,Power Plant CO2 emissions ,Powerplan C02 intensity 
635,"D35.12, D35.15",Energy,4.9,Transmission and distribution of electricity,CCM,SCC,Generation capacity %,Generation capacity %
636,"D35.12, D35.16",Energy,4.9,Transmission and distribution of electricity,CCM,SCC,Start date,Start date
637,"D35.12, D35.17",Energy,4.9,Transmission and distribution of electricity,CCM,SCC,System Grid CO2 emissions %  ,System Grid Emissions %  
638,"D35.12, D35.18",Energy,4.9,Transmission and distribution of electricity,CCM,SCC,Interconnected European system ,Interconnected European system 
639,"D35.12, D35.19",Energy,4.9,Transmission and distribution of electricity,CCM,SCC,Development/ integration of renewable energy systems: ,Low carbon electricity generation (network)  
640,"D35.12, D35.20",Energy,4.9,Transmission and distribution of electricity,CCM,SCC,Development/ integration of renewable energy systems: ,EV (transport)  charging stations 
641,"D35.12, D35.21",Energy,4.9,Transmission and distribution of electricity,CCM,SCC,Development/ integration of renewable energy systems: ,Installation of T&D transformers 
642,"D35.12, D35.22",Energy,4.9,Transmission and distribution of electricity,CCM,SCC,Development/ integration of renewable energy systems: ,renewable electricity generation
643,"D35.12, D35.23",Energy,4.9,Transmission and distribution of electricity,CCM,SCC,Development/ integration of renewable energy systems: ,Sensors and measurement tools 
644,"D35.12, D35.24",Energy,4.9,Transmission and distribution of electricity,CCM,SCC,Development/ integration of renewable energy systems: ,Communication and control 
645,"D35.12, D35.25",Energy,4.9,Transmission and distribution of electricity,CCM,SCC,Development/ integration of renewable energy systems: ,Equipment to carry information to users for remotely acting on consumption
646,"D35.12, D35.26",Energy,4.9,Transmission and distribution of electricity,CCM,SCC,Development/ integration of renewable energy systems: ,Equipment to allow for exchange of renewable electricity between users
647,"D35.12, D35.27",Energy,4.9,Transmission and distribution of electricity,CCM,SCC,Development/ integration of renewable energy systems: ,Interconnectors between transmission systems 
648,"D35.12, D35.27",Energy,4.9,Transmission and distribution of electricity,CCM,DNSH,Climate Adaptation,Appendix A
649,"D35.12, D35.13",Energy,4.9,Transmission and distribution of electricity,CCM/CCA,DNSH,Waste management plan,Plan is in place and ensures maximal reuse or recycling at the end of the life in accordance with the waste hierarchy
650,"D35.12, D35.13",Energy,4.9,Transmission and distribution of electricity,CCM/CCA,DNSH,Overgorund high voltage lines,Specific requirements for construction site activities and other activities
651,"D35.12, D35.13",Energy,4.9,Transmission and distribution of electricity,CCM/CCA,DNSH,Activity requirement,Activities do not use PCBs polyclorinated biphenyls
652,"D35.12, D35.13",Energy,4.9,Transmission and distribution of electricity,CCM/CCA,DNSH,Biodiversity,Appendix D
653,"D35.12, D35.13",Energy,4.9,Transmission and distribution of electricity,CCA,SCC,Climate Adaptation Generic,Generic Values
654,"D35.12, D35.13",Energy,4.9,Transmission and distribution of electricity,CCA,DNSH,Infrastructure/Emission levels ,Limits of Emission levels of connected power production plants
655,No specific NACE,Energy,4.10,Storage of electricity,CCM,SCC,Activity description,Electricity storage
656,No specific NACE,Energy,4.10,Storage of electricity,CCM,SCC,Activity description,Storage type
657,No specific NACE,Energy,4.10,Storage of electricity,CCM,DNSH,Climate Adaptation,Appendix A
658,No specific NACE,Energy,4.10,Storage of electricity,CCM/CCA,DNSH,Hydropower storage type,Connected or not connected to river body
659,No specific NACE,Energy,4.10,Storage of electricity,CCM/CCA,DNSH,Water,Appendix B
660,No specific NACE,Energy,4.10,Storage of electricity,CCM/CCA,DNSH,Activity requirement,Compliance with the DNSH criteria to sustainable use and protection of water and marine resources spesified in section 4.5 (Electricity production from hydropower)
661,No specific NACE,Energy,4.10,Storage of electricity,CCM/CCA,DNSH,Waste management plan,Plan is in place and ensures maximal reuse or recycling at the end of the life in accordance with the waste hierarchy
662,No specific NACE,Energy,4.10,Storage of electricity,CCM/CCA,DNSH,Biodiversity,Appendix D
663,No specific NACE,Energy,4.10,Storage of electricity,CCA,SCC,Climate Adaptation Generic,Generic Values
664,No specific NACE,Energy,4.11,Storage of thermal energy,CCM,SCC,Activity description,Thermal energy storage
665,No specific NACE,Energy ,4.11,Storage of thermal energy,CCM,DNSH,Climate Adaptation,Appendix A
666,No specific NACE,Energy ,4.11,Storage of thermal energy,CCM/CCA,DNSH,Storage type,For aquifer Thermal Energy Storage
667,No specific NACE,Energy ,4.11,Storage of thermal energy,CCM/CCA,DNSH,Water,Appendix B
668,No specific NACE,Energy ,4.11,Storage of thermal energy,CCM/CCA,DNSH,Waste management plan,Plan is in place and ensures maximal reuse or recycling at the end of the life in accordance with the waste hierarchy
669,No specific NACE,Energy ,4.11,Storage of thermal energy,CCM/CCA,DNSH,Biodiversity,Appendix D
